,video_id,comments
433,dI5o1IJR7y8,"['YOU are unique... nobody else is YOU👍', '13:21', 'Real guru behti hui Nadi ke jaisa hi hota hai aur wo aap sach me ho❤️', 'Sir he khar aahe ki zop ny aali ki tumch vidio bghte tumhi Lori nahi gat pn tumche vidio bghun zop yete he khar aahe sir tumcha show samor aaikaych bghaych aahe tya sathi ky krav lagel te sangnar plz mi ek chot gavat rahte mi ks yeu shakte tumchya kde sangnar 😊', 'Sir you are the best my favourite teacher of India', '11:30', 'You are great sirji.🙏🙏🙏🙏', ""No, no. \nI am not unique.\n\nI don't have any talent"", 'My real hero because you are friend of sad time', '✊🙏👌👏👍💪', 'Amazing Video Sandeep Sir', '❤❤❤', 'Superb.  ❤❤❤❤❤', 'Whatever happens happens for good ❤❤', 'Thanks sir 💓💓🇧🇩🇧🇩', '🙏🙏🙏', '❤', '#9:12', '#6:55', 'From 6:50 true lines']"
434,HHgQO_rKLHU,"[""Don't be too serious about everything... halke fulke rehna seekho😉"", 'Best', 'Fabulous', 'Indian people are blessed to have such a person sandeep maheshwari ❤..one in billion', 'Indian ka motivation man', 'Thank you sir... 🙏', 'Halo sir ma 3yeras sa bohut poresan tha .avi 5month ho goiya apka video dak roha ho thora thora poresan sa dur ho roha hou.mare del sa ap mare vog ban hou.i love u❤', 'Love you Sir 💜💜💜', '❤', '03:42 can someone please explain me the meaning of this answer by sandeep Sir..... #Business.... (you can explain by your perception of understanding. )', 'wow', '10:40', 'Hello sir', ""If I can look at things in a simple and straightforward way like Sandeep Sir, I'm confident that then it will become easy to think solutions to my problems. I think this is the biggest piece of advice or knowledge I've got from watching so many videos of Sandeep Sir. I just hope that I can really maintain this approach always in my life."", 'Superb', 'Amazing', 'Tnx sir, app ho to main hu...everyday you inspire me to live . Love from Bangladesh', 'Big fan sir ji....😊🥀', 'Knowledgeable videos', '8:30 Best answer❣❣']"
435,1xR-XgReRg8,"['This is very useful, pl OCD pe session kare', 'sandeep sir great.....❤❤', 'Love you sir u watch after 5 year', ""That disturbing element (guy)... Who interrupted the session by his senseless talk abt gf n marriage. He's think thet this kind of behaviour make him cool.\nNo, uncle you should learn some manner... Sandeep sir is talking abt main issue. This dumb guy made the session awful..."", 'Sandeep maheshwari kamal hai ap jog jog jio❤❤❤❤❤❤❤❤❤', 'Thank you so much sirr❤', 'Sir meri girlfriend ki ek mahina pahle ring ceremony hoyi hai 7 saal ka relationship tha hamara woh mujhe bolti thi ki Mai tumse door nai rah sakti aur ab woh apne hone wale pati ke saath baat karti hai aur bolti hai Mai kush hu ab tu bhi apni zindagi dekh 💔💔💔', '3:20,3:40', '🙏🏻♥️', 'Nice...kal ho na ho...👌', 'insan ko  Akho say dekta  hu to mujha pura lakta isko kaysa thik karu', 'Thankyou ❤', 'I love you sir', '❤️❤️❤️✨✨✨🌟🌟🌟', 'Thank you for valuable advice sir', 'overthinking part 5 again please sir', 'Life changing.....', '1) you must have power to change your life at any point in time\n- agar yeh power aapke pass mein hai , that means apne past mein accha kaam kiya hai , apne future ko plan karne ke liye\n- tabhi aapka present aisa hai\n2) if you see things as it is\n- abhi jo ho raha hai, uske hisab se act kar rahe ho \nApni life ko sahi direction de sakte ho\n3) then waha par overthinking ke liye koi jagah nahi rehti\n- thinking pe pura control hota hai\n Jaha par chaho jis direction mein bhi chaho ,le ja sakte ho\nLekin ,\nThinking apke upar hawi nahi ho sakti', '1) future se free kaise hona hai\n- future mein jo hone wala hai use ya to aap overestimate \n(Ya) \nunderestimate  kar rahe ho\n2) underestimate kaha par karte hai future mein\nFor ex - agar hum 2 se 3 hours daily mobile use karte  rahe , to agale 5 saal bad aapki body ki halat kaisi hogi\n-kya eska estimate laga pa rahe ho? \nKya eska future dekh pa rahe ho ?\n- neck back aur shoulder ke muscle atip ( akad ) gayi hai ,\nEse proper blood supply nahi pohchti hamri brain mein \nEski bajah se Alas ata rehta hai pure  din , lack of energy\n3) agar aap sahi se estimate Karo \nActual mein dekho abhi kya ho raha hai \n Aapki body ki kya condition hai\nActual mein dekho apka energy level kaam ho Raha hai kisi bhi wajah se\n4) subah uthte ho aur kuch bhi karne ka man nahi kar Raha hota hai\nAlas ata hai, to samajh jao kuch galat  kar rahe ho\nAj aisa hai kal  bhi bohat kharab hoga \n5) estimate karoge to \n- no. 1 priority pe daal doge apni HEALTH KO\n "" Agar physically fit ho to brain thik se kam karega ""\n6) tak aap soch sakte ho\nBina soche future ko plan nahi kar sakte', 'What is root cause of overthinking ?\n1) Time -\n- free from memory ( past and future)\n- kis situation mein kya karna hai\n2) past se free hone ka tarika\n- past ko bhulna is not a solution,\nPast ko yaad karna is not a solution\n- past ki memory jaisi he play ho\nImmediately apne aap se ek question pucho - "" ise Maine kya sikha ? ""\n- kuch sikha hai to bure se bura bhi acha hai , \n  Agar kuch nahi sikha to acche se acha bhi Bura hai\n( You will be a better person , you will be better prepared to handle what is going on an the future )\n- jo hone wala hai jo ho gaya hai, usko jyada acche se handle kar paoge  , agar apne Sikh liya hai\n- neck , back aur shoulder ke muscle']"
436,O5QrLnVcQXc,"['#4 will be uploaded on 30th May 2018 at 2pm...', '1❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'I am worried so much about my family and future because i failed in an exam. I am afraid of leaving my frnds as they all passes but i failed and also we live in abroad and started together but i am behing plz help me in lot of depression and no one here to share my negative thoughts. I am trapped in a cage help me plz', '6:45 ❤ 11:26', 'Thanks sir for these  seminars', 'Ye session bhut kuch sikhne ko mila thanks you sir. ❤❤❤', 'Thanku sir , Jase Lord Krishna Arjun ka marag darshak tha , Thik wase ap hamare  marg darshak haa , Love you sir ❤️❤️😊🙏🙏', '1. You have to speak in limit where it inside or outside', 'Amazing sir', '👌', 'no region to feel from hart', 'Thank you for valuable advice sir', 'Physical workout', ""I'm watching this video on lohri😂😂🥲"", '👏', 'Sir you are amazing 😍', ""Thanks  sir it's best session"", 'Bina khe like aur comment Krna only for Sandeep sir ki video and Khan sir ki video matlb smjhre ho.bina khe 🙏🙏🙏🙏', 'This man change my life ☺️', 'Sir I see u my school teacher on honesty things and vision in my child thank you sir 💗']"
437,p1-jfIipvwc,"['#3 will be uploaded on 16th May 2018 at 2pm... Cheers!!', '9:43 ❤', ""Sir i broke up with a guy i got to know he was cheating on me even though i ended the relationship it is hurting me so badly. I am full aware  i took a right decision , it will be good for me on long run. BUT Presently i am feeling unbearable pain . It's going to be one month of this situation i dont even feel like getting up from my bed , not taking bath i am just crying drawing myself in pain . I am not able to digest that this thing happened to me . That relationship which was so beautiful was real filled with lies . I feel like a fool and I am so scared to ever trust and love someone.  Worst I feel so broken i am not able to put my back on track. God knows when will i be fine . This is the shittest situation what am going through,  the emotional and psychological pain seems unending. Please help. Kitna din khud ko aise jhelna hoga ."", 'Hallo Sundeep IAM in Depression Currently my age is 15 sir', 'Sir, nobody says that ur 40+... Lokk like 20+ like me... U maintain urself flawlessly...', 'આસાન હૈ', 'Sir Jo bhi banda YouTube pe 4 sessions complete kare use bhi certificate milna chahiye asking some question', 'Thanks sir', '1) Situation and person keep light and simple . \n2) Being aware of your thoughts.\n3) you have order in your thoughts u can use writing \n4) if you have emotions and frustrations just Write it aur sing it', 'Thank you for valuable advice sir', 'Very nice sir 💐', 'Nice video. To reduce overthinking be careful what you feed your mind. Avoid comparing yourself with others, avoid storing bottled up emotions, reduce watching negative social media--news channels and avoid constipation as it affects the mind. Your breathing is closely related to the brain [mind] and gives relief from stress and overthinking. For a relaxed mind observe the sensations of your incoming--outgoing breath at the entrance of the nostrils and within the nostrils for 5-10-15 minutes or more. You can sit straight on a chair or lay down anywhere, eyes closed but avoid deep breathing. If distracted bring focus back on the breath. Make it a lifetime habit to observe your breath  before sleep,  when travelling, when reading, when walking, at the workplace etc,  Best wishes--Counsellor.', '11:37 bhoot dekho', 'You are great person ilove you', '6) thinking disorder hai -\n- thinking ko order mein Lana hai\n1) writting - write  plus and minus of that thaught\n2) music -', '1)Take things lightly that real positivity\n2) what is thaught ?\n- Jo hum  andar he andar apne aap ko bolte hai\n3) what is thinking?\n- thaught with memories\n4) thaught is not problem, \n   Thinking is not problem\n EVEN overthinking under control,\nIf you aware what you think conciously\nNot problem\n5) awareness - \n   Check andar hi andar apne aap se kya bol rahe ho\n- bahar bhi utna he bolo jitna jaruri hai\n- andar bhi utna bolo jitna jaruri hai', 'Kiya GANA gaya sir awesome 💖💖💖', 'Mere lie app bhagawan ho sir🙏🙏🙏🙏🙏', 'Sir se bhi bahut help milti hai lekin aap bina meditation kare depression ko khatam nhi kar sakte.', 'Sir ji tusi great ho']"
438,HIKqzkOXYz8,"['The next part of this session will be uploaded on 9th May 2018 at 4pm... Cheers!!', 'You are playing games in outdoors like volleyball, badminton etc..\nThen your brain is play games and solve is overthinking problems', 'Thanks  sir ❤❤', 'Mera dimag may 24 hours gumta hi 24hours', 'Jab mei pareshan hota hoo tabhi sir ki video dekhta hoon', '🎉🎉 yes sir 😅', 'Most of people Apne matter me vakil or dusro k mamle me judge ban jate hai 🎉', 'This man is born to make history', 'Love you sir ❤❤❤', 'I love you Sandeep sir 🙏', 'My free therapy sessions ❤️\u200d🩹', 'Thank you so much sir ❤❤❤', 'Forgot yourself .', 'Bhagwad geeta', '😊', 'asan he, asan he, asan he.', 'Great Teacher.', 'Thank you for valuable advice sir', 'Thanks sir 🙏🏼', 'Sir ye bataiye ki ham har situation me apne aap ko dipress hone kaise bachaye????\n\nWe are very nervous about our thoughts']"
439,X4eL6fL5I1U,"['Yar seedha seedha Bola karo 😅', '2:37', 'Video stat from 8:10', 'Love from Pakistan', ""He's damn handsome 🥰💜"", 'You always be right sandeep ji', '❤🎉', 'Excellent', 'Sir I just wanna ask usually in class we suppose to answer our teacher on her asked question but we get scared why ?? How can we overcome it plz make a lecture', 'In 2023?', 'مجھے آج کا انقلاب پڑھنا ھے', 'Meri meri bahbhi ke sath nhi banti kyunki kuch kamiya unme bhi hai aur kuch mujhme bhi par hamara dhyan ek dusri ki kamiyo par rahata hai to is situation me mai kya karu', ""I came in a relationship with a girl who was mutually in love with me but after 4 days she started changing her behaviour and excused herself as depressed and later after 20 days of all these struggle she started asking b.up bcus she said usse ni hora bt I convinced her so now she's like I don't get good vibe from u bt also she says I'm perfect for her may be someday later in this life She'll get vibe again. What Am I supposed to do? it's already been 25 days I don't wanna b.up with her \nI'm totally fcked"", 'I am not so handsome 🤩 , but I make attract to people by my behaviour and the way of talking to people .', 'My life issues solved with the help of my thoughts.! ❤', 'Kon kon is video ko earphone lagake soon raha hai 😄.....', '❤', 'From Bangladesh.i love sandip sir', ""1.  smile (when you smile,u become deep in present moment)\n2.  Be passionate about anything you are doing .\n3. Identify the person you are talking (communication skills)\n4. Don't give advice until not asked\n5. Don't judge others. \n6.be honest and natural !\n7.don't be rude be politely!!\n8. Appericiate persons \n9. Learning and sharing\n10. Real realing means communication"", 'Appreciate others , try to say no, self love , try to empathize , learning and sharing , be you']"
440,97mtlPAv_1M,"['❤', ""I'm at 17 nd stammering so much that I can't always able to speak my name 😢"", 'Salute this girl\nSandeep sir kitne logo ke liye bhagwan hai vo shayad unko pata nahi hai.', 'Now on India speech 🇮🇳🇮🇳🇮🇳', 'Superb ❤', 'Really stage pr ja kr bolna kaffi himmat ki baat ha❤🎉', '❤️', 'I am a stammer from childhood', 'Wonderful girl 👌🏻👌🏻', 'Brave sister', 'Love you sister', 'Hum sb apne ap ko itna understimate krte h na chote chote reason ki wajah se ki rote rhte h bu u r very very inspirational for us love u so much', 'Very very talented u r really', '❤', '❤❤🥰🥰🥰🙏🏻🙏🏻🙏🏻🙏🏻😘🔥🔥', 'Literally got goosebumps m soch rhi thi humlog apni lives mm kamiya dhundte rehte hn or excuses dete rehte hn ki agar ye to m successful hoti etc.. but sach m ye didi btai ki you are stronger than you think \nSara mindset ka khel  h ...\nM stammer nhii krti fir bi logo ke saamne bol nhii pati but she is the best ...', 'Never underestimate stammers.', '❤️❤️ inspirational 👍', 'Hats off ❤️ Thank You Sir', 'very good']"
441,XlsQuV32yEs,"['Abb aa gya Chat GPT !! 2023', '8:42', 'E chacha E', '🤩', 'Awesome approach sir 🙏. \n\n1. Be a good listener\n2. Analyze the problem statement\n3. Think out-of-the-box\n4. You got the solution !', 'Sir u are just god for youths 🙏', ""Hum gareebon ko bhool nai jaya. It puts a smile on my face that how we humanitarian People who do big things for people, In return don't get anything for our Self. If we use that for us, we could be a millionaire. But our path is different. It's Sipritual. It's priceless 🙂 ❤️🙏"", '🔥🔥', 'Yarr 4 years ho gye muje es ladke se milna h ab tak to bhai crorepatis ban gye honge??', 'The Guy Who Questioned First....His Voice Sounds Like GIGL🤨', 'Sandeep maheswari should be given bharat ratna.. ❤️', 'net geo geographic desi they come from here aewa', 'dangerous 😁 dad now u need to think out of the box because i am totally bor by your akelaish plàns', 'Amazing 🔥🔥', '❤️', 'Nice Sir 😘😘', 'Amazing 🔥🔥', 'Struggling for right understanding and right thinking about life and love', 'Mai toh bilkul nahi aaunga😁😁👍', ""Sandeep sir's videos provide me so much of positivity 🇾🇹""]"
442,piZS-I9sjiU,"['Great👍', 'Thank you so much sir for making this video 😊🙏', 'Learn to think like bussiness otherwise you will have to act according to other order', 'Job(workers) and business dono apni jagah sahi hai.❤', ""I am a student and I am very interest to do business. In my situation, May I can start business in student life? Is it best idea, isn't it?"", 'Mind blowing', 'Sir mugha bhi aana AP ka sashion ma aanah mana Kai bar apli Kara tha', 'Assam Guwahati lovely sir', '""Thank you for sharing this insightful video on job and business! It\'s crucial to understand the dynamics of both realms to make informed decisions. The video provides valuable insights and tips that can help individuals navigate their career paths or explore entrepreneurial ventures. Whether one chooses a job or decides to start a business, it\'s essential to consider personal aspirations, market trends, and financial stability. This video offers practical advice that can guide individuals towards making informed choices. I highly recommend watching it!""', 'Time + money + social security\nOnly one buisness ❤', '📌  *Nice video, love how you take your time to educate your viewers. You gave me the mindset to invest my savings now I have made profits over $120k Right now and still making more , I am enjoying a good life with what I made investing. Indeed ‚building a Portfolio income (investing) through a licensed investment adviser is one out of many ways to earn passive income.*', 'Doctors earns more than buisness 🕶️', 'bakvas jyda h', 'Big servent se accha small malik hi accha hai', ""That's why iitians succeed in business"", 'Sir job karo to ladki milti hai or business karo to nahi milti ye kya problem hai sir', 'Sir meri ek problem hai', 'Thank You Sir', ""Businesses are always better than Jobs. It's 100000 percent correct.""]"
443,bkv8lm5uFxs,"['8:26 ❤', '💓💓🇧🇩🇧🇩', ""I'm not serious miss mentally sick"", ""I'm still sooo serious \nSadly , I'm destroyed\nBut it's oky \nIt'll get better after death"", 'Can u make a video on predictions and astrogers ... Should we believe in that way  ?', 'same 1st que', 'After 12th result', 'I am not a serious person', 'जय हिन्द जय भारत माता जय भारत माता 💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯', 'Feeling so relaxed 😊', ""You are my love❤. Sir..I want's to be an ideal teacher..AIM..Our Success is your Aim. Know very . Well"", 'That\'s mean we need to use yes......but......, method because in this world no one wants to become proof wrong and no one wants to stop expressing their point of view,the method will be used on everybody excluding your mom-dad and old agers because that\'s so called ""ulta jawab Dena or kitni zaban chal rhi hai iski or jyada bolna aa rha h kya etc"".use this method when you need this \nExample: ROHAN:-bhai bhookh lag rhi h to chal fir khana khane chalte kfc ke fried chicken.\nRAM:- haa yaar Mai chalta ager me non-vegetarian hota but me vegetarian hoo.\nMOHAN:-  okk fir khi aur chalte h.\nBonus tip:- when you are saying in this method please keep it simple and small and in polite manner..,..... ... .   .   .', 'Last line awesome😊', '8:03', 'why sooo serious', 'Wow kitni jaldi video shuru ho gyi no adds❤❤❤', 'This man is just next level...', ""4:17 I'm be right, I may be wrong. I will be humble."", 'Hi sir', 'अब मुझे इसकी वास्तविक परिभाषा मिल गई है मित्रा क्या है ???\nक्या मैं भाई नकली तू भी नकली \nआ बेथ कर खेलते हैं 😂😂😂😂']"
444,nPci9IFOaIk,"['Thank you ❤', '❤❤❤❤❤❤❤❤❤', 'Right sir...❤', '❤❤❤❤❤❤', 'sir ji mai to tuut gaya', '❤❤❤Sir', 'Sir mene apni relationship m glti ki h or mera bf aab mere sath nhi h or mene bhoot bdi glti ki h or m 4mheene sa  suffer kr rhe hu  kese move on kru mujhe lgta h mene uske pure life khrab kr de but m uske bina nhi rh skte but aab vo pass nhi aa skta', 'I will definitely not repeat this mistake', '💓💓🇧🇩🇧🇩', 'I did a mistake and regreted it.', 'Sir apko toh 50 60 Nobel prize milne chahiye 😂', 'SHOULD BE NOMINATED FOR BHARAT RATNA. HOW MANY AGREES?', 'Thank you soo much sir..i was dying out of guilt feeling for the last few months ..bht my intentions were good ..i was trying to say sorry but in order to do that i have amde one more mistake..and i have lost my frd..but now I am feeling better after hearing u..now I will move on', 'Accept your mistakes with law of nature and move on', 'Thank you so much💓', ""I'm here because I refused to go shop with my grandma and now I feel so bad 😞 I should've said yes.."", 'Sir Agar galti khud se kiya hai ya ye kahe ki situation ki vajah ne aisa karva diya but us time vahi sahi laga but galti hone ke bad ye feel hua ki jo maine kiya vo galat kiya aur us decision ki vajah se bahut kuchchh barbad hua like time money afforts aur kahi n kahi career tb to sivay pachhtava ke kuchchh kar bhi nahi sakte kya aapke pas koi aur solution hai , uske liye khud punish bhi kaise kare ? aur sir ye chances pure hai ki aisi galtiya fir ho sakti hai?', 'Galti anjane me hui hai to uska guilt hona chahie ya nahi?', ""Sir agr glti hi itni bdi ho ki hmari khud ki respect hi na bche 😔😔😔......fir kya kre kese Apni khoi huyi respect waps laye  plzzzz sir plz reply me plzzz it's a humble request plzzz🙏🏻🙏🏻🙏🏻🙏🏻....me Apni respect Kese waps lau plzzz tell me 😔😔😭"", 'Thank you sir']"
445,hF8MjhyN2Yg,"[""There is no fear that can't be CONQUERED✊"", 'Log kh rhe hai job kr lo muze Dr LG rha hai Mai Jo itne saalo se business ke liye try kr rha hu vo na bhul jau', 'Sir jb kbhi aapka video dikhta hai uploding time dekhne ke baad Aisa lgta hai ab tk kaha tha 😂🎉❤', 'Great sir', 'Bhai me to giant wheel me bethne se darta hu bohot 🤣', '💓💓🇧🇩🇧🇩', '0:44', 'I got solution think in front of you all are kachara😂', 'Hello Sir, what if the fear is about physical plus psychological?', 'Sir please give me fast reply. \nSir muze stammering he . Muze to bolne se hi dar lagta he jab mam Q. Puche to me dar jata Ho kya karu... Or me yahi chahto ki me stammering ka dar kaise nikalo... Man se. Please sir........', 'Great sir♥♥♥', 'Thank you sir', 'Good 👍 video', 'I want to be fearless', 'Sir you are the greatest person in the world 🌍 apke videos dekh me energetic fill karta hu', ""Ya it's Abt mental  fear where parents use on children how to deal with tht like emotional blackmail how to deal and overcome the emotional blackmail"", '❤😊', '❣️💙🧡❤💚', 'Very nice video sir ❤👍👍❤️❤️', 'There is no sir who takes your place my sir❤']"
446,vpO_3ZegQL4,"['Never let others control YOUR life', 'https://youtu.be/4xX6AwrYTcs?si=wD1mucrPCTUuVC44 subscribe my youtube channel and support', 'I can do.🙂', 'Moral : Be a bulb which has own control switch', 'Ajtak sir ka kuch bhi baat samjh nhi ayai 🥲jitne b vdo dekha hai', '🙋🙋🙋 পড়তে ইচ্ছা হবেনা যখন... একটাই Channel খুলবো  তখন ""Science.Injoy""🎉🎉🎉', '9:35', 'Sandeep sir k session me aana ye', 'This released my pressure 80 %. Thank you sir', 'Sir your smile very sweet', 'Sir your smile very sweet', 'Real truth you said. I wished I could have seen this video 5 Years ago. \nI had seen multiple video on stress management but this is something nothing to do and we can be stress free. \nReally Amazing...', 'Really sir esa hi hota h', 'Dil se tq sir.......aap sabki life bachate aaye ho.....aur aaj meri b life apki wajh se aaj hu.......tq tq tq so much sir......❤ Life me taqleef se guzarna bahot muskil hoti h....but apki video bahot powerful hoti h ..\n\nNegative thoughts se bachati h 🤞😇', 'Sir u are great', '😘😘💓💓🇧🇩🇧🇩', 'Adhe desh k loh to apne rishtedaron or log kya kahenge ki vajh se stressed h', ""Maine apaka Matlab sirf 2.58 ki vidieo me समझ लिया सर आप great ho aur ye bat Mai स्मशानभूमी से लिख रहा हुं जब मैं सब जगहा से हारा ही now I got fresh energy and I can face everyone's thx sir"", 'जबरदस्त']"
447,jklmLh740CA,"['Never underestimate yourself... YOU are much more than you think...', '12:27', '*EXCELLENT*  👍', 'Thank you ❤😊', 'Sandeep sir your video is a meditation', '🙏', 'My biggest dream.... life m ek bar apka session attend karna hai sir☺️', 'dukh ki sirf 2 he jad hain, relations and possessions !', 'Sir, I want to talk to you... definitely u will get surprise...plzzz say your team to contact me...plzzzz 🙏🙏🙏🙏🙏🙏🙏..', 'Sir I want to talk to you...I have something to share with you... plzzzz sir...reply my email.. you will get surprise', '🙏🙏🙏', 'Thank you sir', ""I didn't understand 😬😬"", 'Best Session EVER! it is so deep yet explained so simply', 'Thank You.', 'Success is real Revence❤', 'Thank you sir for allways being a source of inspiration.', 'Best session ever', 'Love you sandeep sir ❤❤❤❤ Aapke vajhse har bat mind fresh ho jata hai or sahi decision le pata hu', ""That's true sir❤❤❤🙏❤❤👏👏👏""]"
448,IAD5G4ET3Ng,"['https://kattarsanatani123.blogspot.com/2023/07/yoga-and-meditation-in-hinduism-examine.html', '8:00', 'Hello sir...r u ready to bet..ager mein dekha dmeditationu light mein hoti h....I understood sound of silence', 'Meditation mein light dekhti...ager ye mein proof kr du too sir jii...if u ready to bet I am ready to bet with you..or aap ek blank check pe jitna amount fill kr skte ho...I am just want show you....I understood sound of silence', 'Amazing Video Sandeep Sir', 'Thank you ❤', 'Nitesh ji 😊😊 Aasan hai 😊', 'Thank  You  So  Much   !\n\n👏👏👏👏👏👏👏👏👏❣️', 'Thank you so much sir 🙏🙏🙏🙏🙏', 'Thank you sir❣', 'Kash aap jaise log pass me hote hmesha❤ the vibrations in ur voice ✨', 'Yes sir', 'We are soo Lucky man because We Born in times Sandeep Maheshvari Sir', '👏👏👏👏👏👏👏❣️', 'Wish   you   all  the  best  ,\n  Dear  Teacher   !  😊\n\n👍❣️', 'Thank  You  So  Much  !\n\n🤗❣️❣️❣️❣️🤗', 'Mukesh kumar meena', 'This vedio gave me a new perspective . Thank you sir ❤️', '7:35', 'Good sir ❤❤']"
449,3gqQevdM7xM,"['🙏🙏🙏🙏', 'I wanted to talk to a girl for long time!!! and I will now talk to her today or elewhen in the next 4 days I promise I will apply all the communication skill marriage is not my intention at least not now but i like her and wanna make her my friend', 'Truth', 'Aasan hai 😇🙋', 'Aap bhaag rahe hain jo aapko pakrhe😂.Keep it up 👏👏👏👏', 'We are Grateful to you Sandeep Sir, to have these Most Important and Basic topics taught in a very simple manner. Heartfelt Thanks Again for your SELFLESS services to the Society ❤', '🙏🏻', '47844', 'Hatsoff to this man, \nnot even a single ad, \nlike doing Social Service..', 'Jai Shree Krishna 🙏❤️', 'You are real hero', 'Indian anchors bht zyda confident hoty Hain girls boys both', '❤❤❤❤', 'This 1 Was Really Good sir thanks', 'Thankyou So Much❤❤🙏', '7.19minit is verry impotance', 'One Day you will change my life sir❤❤', 'Passion\nPractice\nPatience', 'Such a life changing speech !! We have to focus on Playing not achieving.', '@ Sandip sir thank you so much']"
450,4OT9gF_HdJg,"['Agreed! Better Relationships With Allah & Close Ones Affect Our Happiness 🎉', 'Mai tu single phir mai kyu dekh raha hu ye session 😂😂', 'Relationship is not compulsory b/w any human being it can be with anything & anyone Why not God', 'Mai to phle relationship rishedaro vli relationship samajh rha tha,tabhi mai sochu ki yar rishtedar to ek se badhkar ek bekar hai har time rishtedar hame nicha dikhane ki koshish krte rhte hai, lekin sir to marriage vli relationship ki bat rhe hai,', 'Exactly', 'Relatatible', 'Thank you sir', '👍👍', '🔥', '🌠', '💗', 'BC single hoke mai kyu dekhne Aya ye video', 'Hi sir sandeep.main 16 year ka ho . Mujhe maza nhi aata .kyu .phle mere ko maza aata tha kyu ke mere sath family the or friends the school ke mahje ho te the pr jab main apne family se door ho gaya .phr main bahr chla gaya life ache krne ke le .ab mujhe maza nhi aata .jaise ke main kuch ho na', 'But sir har koi toh aise hi sochte hai mere toh sab nakhli hai kya 😂', 'Sir ji 👏', '100% agree', 'Believe 😊', ""Not Hindi again we south indians won't speak it.. 😞 At least add sub titiles"", ""No sir, relationships although r important, but i think when every relation becomes toxic it's better to stay alone and bring smile on face of people whom u dont know, that's I think a much much better way to stay happy than being in a relationship"", 'A person in the mode of goodness must come under the influence of someone who is transcendental to the three modes of material nature. He cannot come out of the modes of material nature by his own strength. The mode of goodness is a take-off place to transcendence. The problem with the person in the mode of goodness is that he is attached to his own happiness. He does not want any negative things at all, tries to find the perfect place to live and is concerned about himself. Real spiritual life is not feeling a little peaceful and illuminated in the mode of goodness.\n\r\nLoving Service is the Highest Happiness. Material pleasure in this world can be compared to broken glass. Lasting spiritual happiness is like a diamond. From a distance they may look like the same thing. Under the nice light glass can look attractive. But you cut yourself when you try to pick it up and play with it. So, we have to learn the difference between material and spiritual. Material is temporary, ever changing and full of problems. Spiritual is eternal, blissful and full of knowledge.\r\n\r\nThe abode of the Supreme Lord is spiritual and is always full of happiness. All of us want to be happy. The Supreme Lord is always happy, and the living beings in this material world are always struggling with unhappiness. Practically speaking, the highest happiness we know is when the pain temporarily disappears. \r\n\n\nWe are part and parcel of the Supreme Lord. Just like these twigs are part of the tree. Why are they green? They are happy leaves because they are hooked onto the tree. The leaves on the ground are dry unhappy leaves. Likewise, we will be full of life and happiness when we are connected to the Supreme Lord.']"
451,uEgWn7i67k8,"['""Love is not a temporary feeling or emotion. Emotions and feelings change, sometimes daily. But true unconditional love is everlasting.""', 'Who is mother? Wt mean confuse he say 😂😂😂', 'Are vai Sandeep tu itna bora youtuber kab bangaya😅', ""What is love? Baby don't hurt me don't hurt me no more."", '4:23 Dil ka bhe matlab Jigar ka tukda ❤❤', 'Dil ka bhi dil ❤👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍', 'Heart touching speech', ""I'm lover❤❤❤❤❤❤"", 'मेरा प्यार ❤ मेरी मां ❤🤗', 'Great 👍👍', 'Thank you sir', ""When we say someone is our or accepts someone as part of ourselves or part of our existence or heart it's love and then they can't be separated ever ."", 'Love is an affection', ""If there were  not poet, art, story of love back then .. then the love today we think exist isn't will even touched only good deal will exist . There's only need but the thing about love is we sugar-coated that needs saying its true love 🤗 such a reality check ✔"", 'Parents love always true love 🌹🙏🙏', 'Oh my god what questions sir ji', 'Mind-blowing sir', 'Sir jise hum love samjate the wo to faltu nikala', 'How do you think sir , what is your way of thinking........', 'Great expectation sir ❤️❤️❤️❤️❤️❤️']"
